average_heartrate,average_speed,average_temp,average_watts,commute,distance,elapsed_time,elev_high,elev_low,has_heartrate,kilojoules,location_country,max_heartrate,max_speed,max_watts,moving_time,timezone,total_elevation_gain,weighted_average_watts,type_Hike,type_NordicSki,type_Ride,type_Run,type_Swim,type_Walk,type_Workout,athlete.sex_F,athlete.sex_M,distance_meters,calories,average_speed_mph,max_speed_mph
129.6,7.084,21.0,151.8,0,58480.6,156.4,57.4,5.6,1.0,1253.3,United Kingdom,161.0,15.7,,137.58333333333334,(GMT+00:00) Europe/London,342.0,,0,0,1,0,0,0,0,0,1,36.3381489026,299.54621979999996,15.84648296,35.119958000000004
148.0,7.357,,124.8,1,19754.1,46.5,71.2,-6.4,1.0,335.2,Australia,174.0,13.2,,44.75,(GMT+10:00) Australia/Brisbane,175.6,,0,0,1,0,0,0,0,0,1,12.274624871099999,80.11481119999999,16.45716758,29.527608
162.6,8.427999999999999,24.0,171.7,0,26631.2,57.65,271.8,229.4,1.0,542.5,United States,187.0,15.6,,52.666666666666664,(GMT-05:00) America/New_York,175.0,,0,0,1,0,0,0,0,0,1,16.5478553752,129.660755,18.85293032,34.896264
133.2,2.745,22.0,,0,3742.0,22.716666666666665,557.0,456.8,1.0,,Switzerland,162.0,8.7,,22.716666666666665,(GMT+01:00) Europe/Zurich,99.0,,0,0,0,1,0,0,0,0,1,2.325170282,,6.1404003000000005,19.461378
134.1,6.9639999999999995,19.0,74.8,0,74880.1,198.21666666666667,759.4,319.8,1.0,803.8,United States,178.0,16.6,559.0,179.21666666666667,(GMT-08:00) America/Los_Angeles,680.0,97.0,0,0,1,0,0,0,0,1,0,46.5283226171,192.11302279999998,15.57805016,37.133204000000006
156.8,2.719,,,0,6184.9,37.916666666666664,41.8,8.5,1.0,,Finland,185.0,4.9,,37.916666666666664,(GMT+02:00) Europe/Helsinki,113.5,,0,0,0,1,0,0,0,1,0,3.8431174979,,6.0822398600000005,10.961006000000001
154.4,9.259,21.0,207.9,0,50055.9,90.1,105.2,96.6,1.0,1123.9,United States,173.0,10.7,317.0,90.1,(GMT-05:00) America/New_York,2.0,218.0,0,0,1,0,0,0,0,0,1,31.1032846389,268.6188434,20.711827460000002,23.935258
148.0,7.917999999999999,,160.5,0,31348.6,65.98333333333333,25.6,-63.6,1.0,635.3,United States,167.0,10.4,,65.98333333333333,(GMT-06:00) America/Chicago,477.8,,0,0,1,0,0,0,0,0,1,19.4791109306,151.84051179999997,17.712090919999998,23.264176000000003
150.7,8.329,,,0,24771.9,52.45,824.0,810.6,1.0,,Brazil,181.0,13.0,,49.56666666666667,(GMT-03:00) America/Sao_Paulo,19.0,,0,0,1,0,0,0,0,0,1,15.392540274900002,,18.631473260000003,29.08022
113.6,5.013,,158.7,0,10120.4,93.25,68.9,27.1,1.0,320.4,United Kingdom,161.0,11.1,,33.65,(GMT+00:00) Europe/London,140.8,,0,0,1,0,0,0,0,0,1,6.2885230684,76.57752239999999,11.21378022,24.830034
152.7,3.925,18.0,,0,12455.3,52.88333333333333,51.2,-23.4,1.0,,Australia,161.0,5.7,,52.88333333333333,(GMT+10:00) Australia/Sydney,58.0,,0,0,0,1,0,0,0,0,1,7.7393622163,,8.779989500000001,12.750558000000002
128.0,4.882,24.0,66.4,0,1542.6,84.48333333333333,22.0,13.2,1.0,21.0,Spain,158.0,7.0,,5.266666666666667,(GMT+01:00) Europe/Madrid,8.0,,0,0,1,0,0,0,0,1,0,0.9585269046,5.019126,10.92074108,15.65858
132.4,6.266,32.0,111.3,0,68555.4,208.18333333333334,460.4,333.0,1.0,1217.3,United States,162.0,12.0,,182.33333333333334,(GMT-08:00) America/Los_Angeles,452.0,,0,0,1,0,0,0,0,0,1,42.5983374534,290.9420038,14.01666604,26.84328
89.7,6.239,12.0,99.7,0,12634.4,34.06666666666667,181.0,29.6,1.0,202.0,United Kingdom,109.0,13.4,,33.75,(GMT+00:00) Europe/London,74.0,,0,0,1,0,0,0,0,0,1,7.8506497624,48.279212,13.956268660000001,29.974996000000004
145.0,5.752999999999999,,231.0,0,48633.6,147.06666666666666,315.0,1.0,1.0,1952.5,South Africa,183.0,14.8,,140.9,(GMT+02:00) Africa/Johannesburg,726.5,,0,0,1,0,0,0,0,0,1,30.2195086656,466.659215,12.86911582,33.106712
117.2,7.882999999999999,15.0,143.0,0,70797.8,169.15,155.8,9.8,1.0,1284.4,United States,161.0,14.7,,149.68333333333334,(GMT-08:00) America/Los_Angeles,399.0,,0,0,1,0,0,0,0,0,1,43.9916997838,306.97930640000004,17.63379802,32.883018
148.5,2.593,,68.8,0,26175.4,228.88333333333333,2760.4,1948.0,1.0,694.4,Venezuela,177.0,11.6,,168.23333333333332,(GMT-04:30) America/Caracas,1068.0,,0,0,1,0,0,0,0,1,0,16.2646344734,165.96576639999998,5.8003854200000005,25.948504
171.1,3.012,,,0,9400.6,52.06666666666667,717.1,678.5,1.0,,Spain,191.0,4.4,,52.016666666666666,(GMT+01:00) Europe/Madrid,63.2,,0,0,0,1,0,0,0,1,0,5.841260222600001,,6.7376632800000005,9.842536
134.0,2.359,,,0,5296.5,130.56666666666666,52.8,47.9,1.0,,Italy,173.0,4.0,,37.416666666666664,(GMT+01:00) Europe/Rome,0.0,,0,0,0,1,0,0,0,1,0,3.2910915015,,5.276941460000001,8.94776
139.5,3.0639999999999996,,,0,8671.9,61.2,256.8,250.3,1.0,,South Africa,163.0,5.0,,47.166666666666664,(GMT+02:00) Africa/Johannesburg,0.0,,0,0,0,1,0,0,0,0,1,5.3884671749,,6.8539841599999995,11.184700000000001
145.3,6.497999999999999,12.0,68.9,0,46743.6,164.78333333333333,25.1,4.6,1.0,495.9,United Kingdom,184.0,9.6,,119.9,(GMT+00:00) Europe/London,22.9,,0,0,1,0,0,0,0,1,0,29.045117475599998,118.5230754,14.53563612,21.474624000000002
99.7,4.65,28.0,79.0,0,52474.0,349.06666666666666,22.2,-67.6,1.0,891.2,United States,183.0,28.0,,188.08333333333334,(GMT-05:00) America/New_York,348.0,,0,0,1,0,0,0,0,1,0,32.605821854,213.0021472,10.401771000000002,62.63432
142.8,8.499,,141.0,0,25504.3,50.016666666666666,55.0,53.6,1.0,,France,174.0,11.0,,50.016666666666666,(GMT+01:00) Europe/Paris,0.0,,0,0,1,0,0,0,0,0,1,15.8476323953,,19.011753060000004,24.606340000000003
148.2,9.822000000000001,,235.7,0,48678.3,82.6,400.4,322.4,1.0,1168.2,United States,180.0,15.9,,82.6,(GMT-06:00) America/Chicago,342.6,,0,0,1,0,0,0,0,0,1,30.2472839493,279.2068092,21.971224680000002,35.567346
139.7,3.1260000000000003,,,0,7327.4,53.083333333333336,115.1,105.0,1.0,,Canada,164.0,5.9,,39.06666666666667,(GMT-05:00) America/Toronto,0.0,,0,0,0,1,0,0,0,0,1,4.5530338654,,6.992674440000001,13.197946000000002
150.6,2.549,17.0,,0,6193.9,40.5,103.0,95.2,1.0,,Germany,184.0,4.7,,40.5,(GMT+01:00) Europe/Berlin,7.0,,0,0,0,1,0,0,0,0,1,3.8487098369,,5.70196006,10.513618000000001
166.0,2.7960000000000003,,,0,6351.5,39.733333333333334,5.7,-11.8,1.0,,Netherlands,176.0,4.7,,37.86666666666667,(GMT+01:00) Europe/Amsterdam,29.9,,0,0,0,1,0,0,0,1,0,3.9466379065,,6.254484240000001,10.513618000000001
149.3,6.422999999999999,14.0,220.0,0,45521.3,127.93333333333334,1434.9,404.7,1.0,1559.1,Romania,174.0,16.0,,118.11666666666666,(GMT+02:00) Europe/Bucharest,726.1,,0,0,1,0,0,0,0,0,1,28.285615702300003,372.63425459999996,14.36786562,35.79104
138.2,5.7410000000000005,,195.1,0,10345.7,30.033333333333335,153.2,151.1,1.0,351.6,Polska,173.0,7.6,318.0,30.033333333333335,(GMT+01:00) Europe/Warsaw,0.0,202.0,0,0,1,0,0,0,0,0,1,6.4285179547,84.0345096,12.842272540000002,17.000744
150.7,8.986,30.0,170.4,0,36930.5,68.85,1553.4,1499.0,1.0,700.4,United States,176.0,15.8,,68.5,(GMT-07:00) America/Denver,105.0,,0,0,1,0,0,0,0,0,1,22.9475417155,167.3998024,20.10114284,35.343652000000006
132.2,5.893,25.0,76.7,0,12398.3,49.18333333333333,96.0,25.4,1.0,161.4,Finland,159.0,9.5,,35.06666666666667,(GMT+02:00) Europe/Helsinki,51.0,,0,0,1,0,0,0,0,1,0,7.703944069299999,38.5755684,13.18228742,21.25093
116.2,6.5360000000000005,,99.3,0,6078.8,15.5,49.6,35.8,1.0,92.4,United Kingdom,138.0,8.7,,15.5,(GMT+00:00) Europe/London,36.6,,0,0,1,0,0,0,0,1,0,3.7771900348000003,22.084154400000003,14.620639840000003,19.461378
88.7,5.534,11.0,,0,32302.6,127.88333333333334,202.0,191.2,1.0,,United States,150.0,8.8,,97.28333333333333,(GMT-06:00) America/Chicago,55.0,,0,0,1,0,0,0,0,1,0,20.071898864599998,,12.379225960000001,19.685072
113.8,4.905,16.0,49.8,1,7941.2,27.616666666666667,91.8,55.6,1.0,80.6,United States,135.0,10.5,,26.983333333333334,(GMT-08:00) America/Los_Angeles,20.0,,0,0,1,0,0,0,0,1,0,4.9344313852,19.2638836,10.9721907,23.48787
138.4,7.162999999999999,,133.5,0,44422.4,114.43333333333334,72.4,11.4,1.0,828.1,United Kingdom,175.0,12.5,,103.36666666666666,(GMT+00:00) Europe/London,217.0,,0,0,1,0,0,0,0,0,1,27.602791110400002,197.9208686,16.02320122,27.961750000000002
96.8,3.529,24.0,62.8,0,1411.6,6.666666666666667,527.0,504.8,1.0,25.1,Mexico,113.0,8.2,,6.666666666666667,(GMT-06:00) America/Mexico_City,0.0,,0,0,1,0,0,0,0,1,0,0.8771273035999999,5.9990506,7.894161260000001,18.342908
145.0,4.837,24.0,110.0,0,48980.6,178.98333333333332,815.0,413.4,1.0,1113.8,Italy,168.0,18.9,,168.76666666666668,(GMT+01:00) Europe/Rome,1115.0,,0,0,1,0,0,0,0,0,1,30.4351244026,266.2048828,10.82007878,42.278166
117.9,2.49,,,0,4280.1,39.55,262.6,247.0,1.0,,Canada,141.0,3.6,,28.65,(GMT-06:00) America/Winnipeg,21.0,,0,0,0,1,0,0,0,1,0,2.6595300171000003,,5.569980600000001,8.052984
113.4,4.418,25.0,91.0,0,22378.0,88.3,268.4,24.8,1.0,460.8,Spain,148.0,14.0,,84.41666666666667,(GMT+01:00) Europe/Madrid,476.0,,0,0,1,0,0,0,0,0,1,13.905040238,110.1339648,9.882800920000001,31.31716
187.3,2.861,,,0,10009.2,58.35,740.5,698.4,1.0,,Chile,203.0,4.0,,58.3,(GMT-04:00) America/Santiago,83.3,,0,0,0,1,0,0,0,1,0,6.2194266132000005,,6.399885340000001,8.94776
151.3,7.124,,126.9,0,50507.4,178.41666666666666,82.9,2.0,1.0,899.9,Brazil,184.0,12.4,,118.16666666666667,(GMT-03:00) America/Sao_Paulo,213.3,,0,0,1,0,0,0,0,0,1,31.383833645400003,215.08149939999998,15.93596056,27.738056000000004
159.1,6.529,1.0,151.5,0,15722.3,43.43333333333333,27.8,-15.8,1.0,364.8,United States,172.0,13.8,,40.13333333333333,(GMT-05:00) America/New_York,193.0,,0,0,1,0,0,0,0,0,1,9.7693812733,87.1893888,14.60498126,30.869772000000005
159.9,2.501,20.0,,0,3101.3,20.966666666666665,467.2,430.8,1.0,,Switzerland,182.0,7.4,,20.666666666666668,(GMT+01:00) Europe/Zurich,39.0,,0,0,0,1,0,0,0,0,1,1.9270578823000002,,5.59458694,16.553356
145.7,2.838,,,0,8324.8,49.55,49.8,4.7,1.0,,Thailand,159.0,3.8,,48.88333333333333,(GMT+07:00) Asia/Bangkok,100.8,,0,0,0,1,0,0,0,1,0,5.1727893008,,6.34843572,8.500372
159.5,8.79,16.0,195.6,0,41760.9,81.65,200.7,42.0,1.0,929.4,United Kingdom,174.0,14.7,,79.18333333333334,(GMT+00:00) Europe/London,298.7,,0,0,1,0,0,0,0,0,1,25.9490121939,222.1321764,19.6627026,32.883018
162.1,3.1710000000000003,,,0,14536.9,77.06666666666666,58.0,11.1,1.0,,United Kingdom,181.0,5.2,,76.4,(GMT+00:00) Europe/London,122.1,,0,0,0,1,0,0,0,0,1,9.0328080899,,7.093336740000001,11.632088000000001
118.2,1.7169999999999999,,,0,6346.5,62.233333333333334,73.6,45.8,1.0,,Sweden,151.0,2.8,,61.6,(GMT+01:00) Europe/Stockholm,58.1,,0,0,0,1,0,0,0,1,0,3.9435310515,,3.84082598,6.263432
131.8,7.218,23.0,,0,51120.0,180.66666666666666,29.8,-2.4,1.0,,South Africa,166.0,13.2,,118.03333333333333,(GMT+02:00) Africa/Johannesburg,96.0,,0,0,1,0,0,0,0,1,0,31.76448552,,16.146232920000003,29.527608
133.4,7.159,15.0,124.7,1,12020.7,29.483333333333334,18.6,3.0,1.0,209.4,United Kingdom,156.0,10.8,,27.983333333333334,(GMT+00:00) Europe/London,38.0,,0,0,1,0,0,0,0,1,0,7.469314379700001,50.0478564,16.01425346,24.158952000000003
164.4,3.4130000000000003,,,0,15428.3,83.73333333333333,13.8,0.2,1.0,,Germany,179.0,5.1,,75.33333333333333,(GMT+01:00) Europe/Berlin,23.5,,0,0,0,1,0,0,0,0,1,9.586698199299999,,7.634676220000001,11.408394
136.8,7.492999999999999,32.0,124.8,0,52497.8,117.43333333333334,251.4,186.6,1.0,874.5,France,168.0,12.9,,116.76666666666667,(GMT+01:00) Europe/Paris,222.0,,0,0,1,0,0,0,0,0,1,32.6206104838,209.010747,16.76139142,28.856526000000002
142.6,3.4560000000000004,,,0,20009.7,99.51666666666667,63.6,45.6,,,Australia,157.0,4.5,,96.5,(GMT+10:00) Australia/Sydney,128.0,,0,0,0,1,0,0,0,1,0,12.4334472987,,7.730864640000002,10.066230000000001
134.1,2.043,,,0,5951.7,53.916666666666664,139.4,74.1,1.0,,Norway,169.0,3.2,,48.55,(GMT+01:00) Europe/Oslo,287.3,,0,0,0,1,0,0,0,1,0,3.6982137806999997,,4.570068420000001,7.158208000000001
166.0,6.303999999999999,,154.4,0,51947.8,185.65,83.0,0.6,1.0,1271.9,Japan,211.0,13.6,,137.33333333333334,(GMT+09:00) Asia/Tokyo,748.1,,0,0,1,0,0,0,0,0,1,32.2788564338,303.9917314,14.10166976,30.422384
144.2,8.395,17.0,183.6,0,22565.4,53.03333333333333,183.0,122.8,1.0,493.4,United Kingdom,177.0,16.4,,44.8,(GMT+00:00) Europe/London,107.0,,0,0,1,0,0,0,0,1,0,14.021485163400001,117.9255604,18.7791113,36.685816
148.4,2.8310000000000004,13.0,22.0,0,8564.5,50.416666666666664,0.2,-2.0,1.0,66.7,United Kingdom,185.0,11.9,,50.416666666666664,(GMT+00:00) Europe/London,4.0,,0,0,1,0,0,0,0,0,1,5.3217319295,15.9417002,6.332777140000001,26.619586
147.1,3.077,,,0,10163.5,56.733333333333334,175.4,47.3,1.0,,United Kingdom,157.0,6.4,,55.05,(GMT+00:00) Europe/London,128.9,,0,0,0,1,0,0,0,0,1,6.3153041585,,6.88306438,14.316416000000002
154.9,1.46,27.0,,0,4075.1,52.03333333333333,292.8,129.6,1.0,,Spain,184.0,4.1,,46.516666666666666,(GMT+01:00) Europe/Madrid,166.0,,1,0,0,0,0,0,0,1,0,2.5321489621,,3.2659324,9.171454
125.5,7.312,19.0,138.1,0,26482.7,65.83333333333333,38.0,2.0,1.0,500.1,United States,143.0,10.5,,60.36666666666667,(GMT-08:00) America/Los_Angeles,66.0,,0,0,1,0,0,0,0,0,1,16.4555817817,119.5269006,16.35650528,23.48787
129.6,6.452000000000001,,130.2,0,23729.2,68.88333333333334,253.1,151.7,1.0,478.8,France,162.0,17.4,460.0,61.3,(GMT+01:00) Europe/Paris,210.7,152.0,0,0,1,0,0,0,0,1,0,14.7446367332,114.4360728,14.432736880000002,38.922756
160.8,5.023,16.0,175.5,0,50223.4,194.95,458.4,-0.2,1.0,1754.7,Portugal,189.0,13.0,,166.63333333333333,(GMT+00:00) Europe/Lisbon,892.0,,0,0,1,0,0,0,0,0,1,31.2073642814,419.3838282,11.23614962,29.08022
163.2,2.737,,,0,8771.9,60.233333333333334,58.8,23.1,1.0,,United Kingdom,187.0,3.6,,53.416666666666664,(GMT+00:00) Europe/London,37.5,,0,0,0,1,0,0,0,1,0,5.4506042749,,6.122504780000001,8.052984
94.8,3.84,,,0,6627.6,28.766666666666666,46.4,26.4,1.0,,United Kingdom,103.0,6.1,,28.766666666666666,(GMT+00:00) Europe/London,0.0,,0,0,1,0,0,0,0,1,0,4.1181984396,,8.5898496,13.645334
131.1,6.4510000000000005,13.0,,0,23531.9,62.7,316.6,-9.8,1.0,,United Kingdom,158.0,14.5,,60.8,(GMT+00:00) Europe/London,374.0,,0,0,1,0,0,0,0,0,0,14.622040234900002,,14.430499940000002,32.43563
110.2,7.032,15.0,107.6,0,65787.7,165.35,119.8,-18.0,,1006.2,United Kingdom,149.0,14.5,,155.91666666666666,(GMT+00:00) Europe/London,285.0,,0,0,1,0,0,0,0,1,0,40.8785689367,240.4878372,15.730162080000001,32.43563
154.7,6.755,22.0,121.2,1,19338.8,49.28333333333333,58.8,23.2,1.0,347.0,Australia,173.0,10.9,,47.71666666666667,(GMT+10:00) Australia/Sydney,161.0,,0,0,1,0,0,0,0,1,0,12.0165694948,82.935082,15.1105297,24.382646
158.8,3.312,,,0,10976.5,55.53333333333333,89.0,3.0,1.0,,France,183.0,5.5,,55.233333333333334,(GMT+01:00) Europe/Paris,222.1,,0,0,0,1,0,0,0,1,0,6.8204787815,,7.40874528,12.303170000000001
122.2,6.192,17.0,114.8,0,11152.0,30.016666666666666,44.8,42.2,1.0,206.8,United States,138.0,7.1,169.0,30.016666666666666,(GMT-08:00) America/Los_Angeles,0.0,115.0,0,0,1,0,0,0,0,0,1,6.929529392,49.4264408,13.851132480000002,15.882274
160.1,3.162,,,0,5071.4,30.6,5.4,0.6,1.0,,Denmark,177.0,4.1,,26.733333333333334,(GMT+01:00) Europe/Copenhagen,5.0,,0,0,0,1,0,0,0,1,0,3.1512208894,,7.073204280000001,9.171454
134.4,2.552,20.0,,0,7396.0,49.4,224.2,121.4,1.0,,United Kingdom,169.0,3.7,,48.3,(GMT+00:00) Europe/London,116.0,,0,0,0,1,0,0,0,0,1,4.595659916,,5.708670880000001,8.276678
142.0,5.88,25.0,136.5,0,52033.3,179.98333333333332,260.8,114.0,1.0,1207.7,United States,178.0,16.6,,147.48333333333332,(GMT-06:00) America/Chicago,588.0,,0,0,1,0,0,0,0,0,1,32.331983654300004,288.6475462,13.1532072,37.133204000000006
133.3,8.338,18.0,196.8,0,50158.5,103.16666666666667,11.0,-6.6,1.0,1183.9,Netherlands,162.0,13.0,,100.26666666666667,(GMT+01:00) Europe/Amsterdam,90.0,,0,0,1,0,0,0,0,0,1,31.1670373035,282.95920340000004,18.65160572,29.08022
176.2,2.6889999999999996,,,0,12102.3,75.01666666666667,46.4,11.6,1.0,,Sweden,194.0,3.5,,75.01666666666667,(GMT+01:00) Europe/Stockholm,73.0,,0,0,0,1,0,0,0,1,0,7.5200182533,,6.01513166,7.82929
147.3,0.39399999999999996,,,0,2702.4,167.06666666666666,88.8,53.8,1.0,,Peru,183.0,4.8,,114.41666666666667,(GMT-05:00) America/Lima,2.0,,0,0,0,1,0,0,0,1,0,1.6791929904,,0.88135436,10.737312000000001
144.3,5.642,,82.5,0,57098.6,191.51666666666668,1356.5,1260.0,1.0,835.2,South Africa,169.0,12.6,,168.68333333333334,(GMT+02:00) Africa/Johannesburg,473.7,,0,0,1,0,0,0,0,0,1,35.4794141806,199.6178112,12.620815480000001,28.185444
160.7,3.04,,,0,6490.4,36.583333333333336,2.5,1.4,1.0,,United States,196.0,5.4,,35.583333333333336,(GMT-05:00) America/New_York,0.0,,0,0,0,1,0,0,0,0,1,4.0329463383999995,,6.8002976,12.079476000000001
138.9,6.352,,,0,2788.7,7.316666666666666,85.0,83.6,1.0,,United States,170.0,13.2,,7.316666666666666,(GMT-08:00) America/Los_Angeles,0.0,,0,0,1,0,0,0,0,1,0,1.7328173077,,14.209042880000002,29.527608
153.4,3.255,,,0,8658.0,44.583333333333336,55.0,2.0,1.0,,Australia,174.0,5.2,,44.333333333333336,(GMT+10:00) Australia/Hobart,82.0,,0,0,0,1,0,0,0,0,1,5.379830118,,7.2812397,11.632088000000001
132.5,6.115,,82.5,0,44796.0,165.76666666666668,161.6,58.8,1.0,604.2,France,159.0,13.9,,122.1,(GMT+01:00) Europe/Paris,238.0,,0,0,1,0,0,0,0,0,1,27.834935316,144.4074252,13.678888100000002,31.093466000000003
141.3,3.949,27.0,117.1,0,11178.8,56.05,1470.8,1364.0,1.0,331.6,United States,165.0,11.8,,47.18333333333333,(GMT-08:00) America/Los_Angeles,197.0,,0,0,1,0,0,0,0,0,1,6.9461821348,79.25438960000001,8.83367606,26.395892000000003
145.4,7.207999999999999,,,0,22350.5,101.61666666666666,18.6,5.9,1.0,,Australia,156.0,5.2,,51.68333333333333,(GMT+10:00) Australia/Melbourne,32.6,,0,0,0,1,0,0,0,1,0,13.8879525355,,16.12386352,11.632088000000001
130.7,4.355,4.0,,0,22909.5,92.73333333333333,228.8,121.4,1.0,,Germany,175.0,11.8,,87.66666666666667,(GMT+01:00) Europe/Berlin,361.0,,0,0,1,0,0,0,0,0,1,14.2352989245,,9.741873700000001,26.395892000000003
130.3,3.02,,,0,4026.2,22.216666666666665,19.5,7.5,1.0,,Finland,143.0,3.8,,22.216666666666665,(GMT+02:00) Europe/Helsinki,12.0,,0,0,0,1,0,0,0,0,1,2.5017639201999997,,6.7555588,8.500372
131.4,8.955,9.0,232.8,0,48735.4,90.7,77.8,-7.0,1.0,1266.7,United Kingdom,154.0,15.5,,90.7,(GMT+00:00) Europe/London,472.0,,0,0,1,0,0,0,0,0,1,30.282764233400002,302.7489002,20.031797700000002,34.67257
141.8,7.736000000000001,24.0,126.8,0,20354.7,45.28333333333333,81.0,60.2,1.0,333.6,Germany,164.0,11.7,,43.85,(GMT+01:00) Europe/Berlin,65.0,,0,0,1,0,0,0,0,1,0,12.6478202937,79.7324016,17.304967840000003,26.172198
164.4,8.148,24.0,142.2,0,62521.6,147.85,74.0,27.4,1.0,1090.9,Singapore,183.0,15.3,,127.88333333333334,(GMT+08:00) Asia/Singapore,301.0,,0,0,1,0,0,0,0,1,0,38.8491091136,260.7316454,18.22658712,34.225182000000004
145.9,4.631,,63.2,0,16932.0,96.13333333333334,1628.9,1566.3,1.0,231.0,South Africa,173.0,10.8,,60.93333333333333,(GMT+02:00) Africa/Johannesburg,75.8,,0,0,1,0,0,0,0,0,1,10.521053772,55.210386,10.35926914,24.158952000000003
135.4,2.235,29.0,,0,809.0,6.533333333333333,29.0,28.0,1.0,,Thailand,152.0,2.9,,6.033333333333333,(GMT+07:00) Asia/Bangkok,0.0,,0,0,0,1,0,0,0,1,0,0.502689139,,4.9995609,6.487126
134.3,7.2620000000000005,11.0,145.6,0,15722.6,39.516666666666666,58.8,14.6,1.0,315.2,United Kingdom,151.0,12.6,,36.083333333333336,(GMT+00:00) Europe/London,44.0,,0,0,1,0,0,0,0,0,1,9.7695676846,75.3346912,16.244658280000003,28.185444
162.4,6.004,7.0,148.6,0,46190.5,130.98333333333332,254.4,-9.2,1.0,1142.8,Italy,177.0,11.9,,128.21666666666667,(GMT+01:00) Europe/Rome,383.0,,0,0,1,0,0,0,0,1,0,28.7014371755,273.1360568,13.43058776,26.619586
112.0,7.074,,116.4,0,16608.8,42.7,75.6,19.7,1.0,273.2,Australia,158.0,12.2,,39.13333333333333,(GMT+08:00) Australia/Perth,119.9,,0,0,1,0,0,0,0,0,1,10.3202266648,65.2964392,15.82411356,27.290668
146.0,2.853,,,0,4736.1,27.716666666666665,404.8,349.0,1.0,,United States,167.0,4.2,,27.666666666666668,(GMT-10:00) Pacific/Honolulu,83.1,,0,0,0,1,0,0,0,0,1,2.9428751931000003,,6.381989820000001,9.395148
127.0,2.7110000000000003,,,0,1361.1,8.366666666666667,16.5,0.0,1.0,,Brazil,144.0,2.9,,8.366666666666667,(GMT-03:00) America/Sao_Paulo,0.0,,0,0,0,1,0,0,0,0,1,0.8457480680999999,,6.064344340000001,6.487126
116.0,1.946,,,0,5465.3,91.71666666666667,1645.0,1621.0,1.0,,United States,149.0,13.4,,46.8,(GMT-07:00) America/Denver,50.6,,0,0,0,1,0,0,0,1,0,3.3959789263,,4.35308524,29.974996000000004
107.7,5.977,28.0,124.9,0,44543.8,146.86666666666667,534.0,0.0,1.0,930.6,Spain,144.0,16.2,,124.21666666666667,(GMT+01:00) Europe/Madrid,704.0,,0,0,1,0,0,0,0,0,1,27.678225549800004,222.4189836,13.370190380000002,36.238428
147.3,7.57,18.0,138.6,0,80381.5,343.15,190.2,2.0,1.0,1471.5,Canada,186.0,16.2,,176.96666666666667,(GMT-05:00) America/Montreal,350.0,,0,0,1,0,0,0,0,0,1,49.9467330365,351.69732899999997,16.9336358,36.238428
93.9,4.773,,42.7,0,6457.8,22.55,76.2,72.4,1.0,,United States,140.0,5.9,,22.55,(GMT-05:00) America/New_York,0.0,,0,0,1,0,0,0,0,1,0,4.0126896438,,10.67691462,13.197946000000002
181.5,6.0889999999999995,,138.9,0,49779.6,136.25,828.2,687.1,1.0,1135.5,Brazil,196.0,15.6,,136.25,(GMT-03:00) America/Sao_Paulo,814.9,,0,0,1,0,0,0,0,0,1,30.9315998316,271.39131299999997,13.62072766,34.896264
121.3,6.696000000000001,12.0,128.5,0,57746.7,186.26666666666668,141.2,54.2,1.0,1108.1,United Kingdom,157.0,13.2,,143.73333333333332,(GMT+00:00) Europe/London,552.0,,0,0,1,0,0,0,0,0,1,35.882124725699995,264.8425486,14.978550240000002,29.527608
154.6,2.481,23.0,,0,12026.9,84.48333333333333,131.0,125.2,1.0,,Slovakia,173.0,4.3,,80.78333333333333,(GMT+01:00) Europe/Bratislava,6.0,,0,0,0,1,0,0,0,0,1,7.4731668799,,5.54984814,9.618842
126.5,7.397,14.0,203.2,0,22426.2,51.68333333333333,24.2,-11.6,1.0,616.2,United Kingdom,155.0,13.1,,50.53333333333333,(GMT+00:00) Europe/London,138.0,,0,0,1,0,0,0,0,0,1,13.9349903202,147.27549720000002,16.546645180000002,29.303914000000002
179.6,2.6519999999999997,,,0,10306.0,64.76666666666667,17.8,7.8,1.0,,United Kingdom,188.0,5.8,,64.76666666666667,(GMT+00:00) Europe/London,0.0,,0,0,0,1,0,0,0,1,0,6.403849526,,5.93236488,12.974252
161.6,3.569,,,0,12531.6,58.516666666666666,-158.0,-228.0,1.0,,Spain,170.0,5.2,,58.516666666666666,(GMT+01:00) Europe/Madrid,140.8,,0,0,0,1,0,0,0,0,1,7.786772823600001,,7.98363886,11.632088000000001
126.1,2.095,,,0,5684.5,45.28333333333333,35.3,23.8,1.0,,United States,156.0,3.1,,45.233333333333334,(GMT-05:00) America/New_York,11.2,,0,0,0,1,0,0,0,1,0,3.5321834495,,4.686389300000001,6.934514000000001
183.0,6.596,,216.6,0,36061.2,91.6,6.7,2.0,1.0,1183.9,Netherlands,192.0,13.3,,91.11666666666666,(GMT+01:00) Europe/Amsterdam,0.0,,0,0,1,0,0,0,0,0,1,22.4073839052,282.95920340000004,14.75485624,29.751302000000003
173.1,3.0039999999999996,,,0,4001.6,22.566666666666666,27.2,22.8,1.0,,Singapore,185.0,4.8,,22.2,(GMT+08:00) Asia/Singapore,0.0,,0,0,0,1,0,0,0,1,0,2.4864781936,,6.71976776,10.737312000000001
